timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5
1476.5939999999998,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.6019999999999,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.61,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.618,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.626,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.634,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.6419999999998,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.6499999999999,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.658,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
1476.666,0.7518007182463557,-1.9528202107299215,1.6097099484721924,-1.2748905059660913,-1.5102245748208603,-0.08591430141188638,-5.669176321706599e-17,-0.7748144772406357,-1.9984970428125837,-0.9572721200273628,0.047476282501612246,0.0
